N, SortStr, Year, Month, Day, Nick, Added, Text
1866, 07_15_2006, 2006, 07, 15, n/a, 1175318371, Избрание Микояна Председателем Президиума ВС (1964)
1867, 07_15_2006, 2006, 07, 15, n/a, 1175318371, Начало эксперимента «Союз-Аполлон» (1975)
1868, 07_15_2006, 2006, 07, 15, n/a, 1175318371, Среди лета появляются на деревьях жёлтые листья — к ранней осени и зиме
1869, 07_15_2006, 2006, 07, 15, n/a, 1175318371, Святых мученика Кирика и Улиты. Не жни на Кирика и Улиты — маньяки (видения) увидишь
1870, 07_16_2006, 2006, 07, 16, n/a, 1175318371, Начало исламского календаря (622)
1871, 07_16_2006, 2006, 07, 16, n/a, 1175318371, Первое успешное испытание плутониевой атомной бомбы на полигоне в штате Нью-Мексико, США (1945)
1872, 07_16_2006, 2006, 07, 16, n/a, 1175318371, Родина antihome преобразована в КАССР
1873, 07_16_2006, 2006, 07, 16, n/a, 1175318371, Саддам Хуссейн стал президентом Ирака (1979)
1874, 07_16_2006, 2006, 07, 16, n/a, 1175318371, Комета Шумейкеров-Леви столкнулась с Юпитером (1994)
1875, 07_17_2006, 2006, 07, 17, n/a, 1175318371, День российской морской авиации
1876, 07_17_2006, 2006, 07, 17, n/a, 1175318371, День памяти Николая II и его семьи в Русской Православной Церкви
1877, 07_17_2006, 2006, 07, 17, n/a, 1175318371, В США открыт первый в мире военный госпиталь (1755)
1878, 07_17_2006, 2006, 07, 17, n/a, 1175318371, Вышел первый номер английского юмористического журнала «Панч» (1841)
1879, 07_17_2006, 2006, 07, 17, n/a, 1175318371, В Австрии пущена в строй первая в Европе горная железная дорога (1854)
1880, 07_17_2006, 2006, 07, 17, n/a, 1175318371, на Марсовом поле в Париже расстреляна мирная демонстрация, требующая отречения французского короля Людовика XVI.
1881, 07_17_2006, 2006, 07, 17, n/a, 1175318371, В Петрограде расстреляна мирная демонстрация рабочих и солдат (1917)
1882, 07_17_2006, 2006, 07, 17, n/a, 1175318371, Началась Сталинградская битва (1942)
1883, 07_17_2006, 2006, 07, 17, n/a, 1175318371, В Калифорнии открылся Диснейленд (1955)
1884, 07_17_2006, 2006, 07, 17, n/a, 1175318371, Во время телемоста Ленинград-Бостон впервые прозвучала фраза «У нас в СССР секса нет!» (1986)
1885, 07_17_2006, 2006, 07, 17, n/a, 1175318371, В США произвёл первый полёт бомбардировщик B2 «Стеллс», самый дорогой военный самолёт в мире (1989)
1886, 07_17_2006, 2006, 07, 17, n/a, 1175318371, В США запатентован первый в мире микрокомпьютер (1990)
1887, 07_17_2006, 2006, 07, 17, n/a, 1175318371, Сборная Бразилии в четвёртый раз стала чемпионом мира по футболу, обыграв по пенальти Италию (1994)
1888, 07_17_2006, 2006, 07, 17, n/a, 1175318371, Родился  Николай Миклухо-Маклай, русский путешественник и этногораф, прапрапрапрадед antihome (1846)
1889, 07_17_2006, 2006, 07, 17, n/a, 1175318371, Андрей. На Андрея озими в наливах дошли, а батюшка овёс до воловины дорос.
1890, 07_17_2006, 2006, 07, 17, n/a, 1175318371, Греча навсходе. Зерно в колоске, не валяйся в холодке
1891, 07_18_2006, 2006, 07, 18, n/a, 1175318371, 199-ый день года (200-ый в високосные годы) в григорианском календаре. До конца года остаётся 166 дней.
1892, 07_18_2006, 2006, 07, 18, n/a, 1175318371, В Великобритании впервые проведена процедура тайного голосования (1872)
1893, 07_18_2006, 2006, 07, 18, n/a, 1175318371, Первая публикация «Mein Kampf» Адольфа Гитлера (1925)
1894, 07_18_2006, 2006, 07, 18, n/a, 1175318371, Стартовал розыгрыш первого Кубка СССР по футболу (1936)
1895, 07_18_2006, 2006, 07, 18, n/a, 1175318371, Испытания прототипа первого реактивного истребителя `Мессершмит-262` (1942)
1896, 07_18_2006, 2006, 07, 18, n/a, 1175318371, Образована компания `Intel` (1968)
1897, 07_18_2006, 2006, 07, 18, n/a, 1175318371, Запуск первого индийского спутника (космодром Шрихарикота) (1980)
1898, 07_18_2006, 2006, 07, 18, n/a, 1175318371, Родила 63-летняя женщина — возрастной рекорд роженицы (1994)
1899, 07_18_2006, 2006, 07, 18, n/a, 1175318371, Месяцев праздник, месяц на всходе играет — к урожаю.
1900, 07_18_2011, 2011, 07, 18, sanwork, 1310999576, МегаФон крупно облажался, выложив в Сеть более 8000 SMS своих абонентов (2011)
1901, 07_19_2006, 2006, 07, 19, n/a, 1175318371, 200-ый день года (201-ый в високосные годы) в григорианском календаре. До конца года остаётся 165 дней
1902, 07_19_2006, 2006, 07, 19, n/a, 1175318371, В РСФСР вступила в действие первая советская конституция (1918)
1903, 07_19_2006, 2006, 07, 19, n/a, 1175318371, И.В.Сталин назначен наркомом обороны СССР (1941)
1904, 07_19_2006, 2006, 07, 19, n/a, 1175318371, Лаос получает независимость от Франции (1949)
1905, 07_19_2006, 2006, 07, 19, n/a, 1175318371, Выход первого сингла Элвиса Пресли (1954)
1906, 07_19_2006, 2006, 07, 19, n/a, 1175318371, Майкл Коллинз выполнил свой первый и третий в истории Америки выход в открытый космос с борта космического корабля «Джемини X» (1966)
1907, 07_19_2006, 2006, 07, 19, n/a, 1175318371, В Москве открылись XXII Олимпийские игры (1980)
1908, 07_19_2006, 2006, 07, 19, n/a, 1175318371, Преподобной Макрины. Макрида мокра — и осень мокра. Смотри осень по Макриде
1909, 07_20_1970, 0000, 07, 20, n/a, 1175318371, Международный день шахмат
1910, 07_20_2006, 2006, 07, 20, n/a, 1175318371, День независимости в Колумбии (1810)
1911, 07_20_2006, 2006, 07, 20, n/a, 1175318371, Международный день шахмат
